Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
3670137,361383.6,10210.8,856,758.02155,0.02517057,234.29933,15.542189,45.770164,0.92723131,517.36987,615.17572,15388.077,369646.56
3670138,361383.6,10211.4,826,744.74323,0.025683131,235.81635,16.053629,46.345226,0.87424028,508.56912,603.64862,14891.962,361261.09
3670139,361383.6,10212,793,727.61163,0.028355215,237.55418,16.679255,46.921009,0.82124919,477.31598,567.85608,14668.246,366198.12
3670140,361383.6,10212.6,750,687.37506,0.034903359,241.39842,17.210611,47.497482,0.76825809,412.60455,497.4715,13694.498,346311.38
3670141,361383.6,10213.2,674,650.33032,0.040455651,244.58698,17.758669,48.074619,0.715267,367.70032,449.45099,12270.092,319498.56
3670142,361383.6,10213.8,653,643.68982,0.036844477,244.72629,18.571886,48.652393,0.66227591,389.03976,468.55121,12550.247,338355.38
3670143,361383.6,10214.4,649,633.95312,0.039835088,245.69768,19.230104,49.230774,0.60928482,369.31793,447.19879,13004.938,359618.41
3670144,361383.6,10215,550,583.33051,0.053371891,249.79453,19.667543,49.809742,0.4025932,294.33432,370.60046,11001.324,318850.19
3670145,361383.6,10215.6,575,569.08063,0.052945755,250.89301,19.217806,50.389271,0.37328857,286.39114,367.51602,10546.943,299968.19
3670146,361383.6,10216.2,505,489.54977,0.05193137,253.37619,18.928434,50.969337,0.65076882,272.00705,344.18225,8900.7285,257888.52
3670147,361383.6,10216.8,535,453.00058,0.032941498,258.53058,14.555828,51.549923,0.61906153,340.64938,415.70251,9294.8848,262711.44
3670148,361383.6,10217.4,586,468.98938,0.020088106,256.53381,12.661272,52.131012,0.71673012,462.63815,541.64777,9831.5967,253565.28
3670149,361383.6,10218,664,497.37411,0.018771663,262.77295,9.9908819,40.096642,1.1526788,498.11539,577.0257,11332.463,271197
3670150,361383.6,10218.6,703,515.51306,0.012064018,272.10358,9.4066381,40.604229,1.6922278,654.64844,732.7887,12157.96,288540
3670151,361383.6,10219.2,647,506.11743,0.013703524,265.57932,11.19299,44.865192,2.2624328,600.17407,681.26245,10915.253,257382.36
3670152,361383.6,10219.8,599,492.24304,0.011391123,257.07196,14.007195,45.778393,2.8449197,655.47461,736.90497,9961.1592,232274.88
3670153,361383.6,10220.4,534,449.13791,0.014109052,251.30373,16.771873,43.276543,3.3319221,554.29413,632.47864,9045.9854,222712.2
3670154,361383.6,10221,549,461.68478,0.014448157,253.18425,16.642365,43.826229,2.7354057,552.4184,633.68219,10129.352,264591.38
3735574,361384.2,10151.4,94,43.220669,0.045644823,74.213219,13.857982,36.475739,0.061392747,94.780418,109.08246,1278.9625,24848.641
3735575,361384.2,10152,133,72.922028,0.079048745,69.246353,17.189102,34.883499,0.65872848,88.593475,107.66804,2099.3621,44010.719
3735576,361384.2,10152.6,112,62.783688,0.059902702,66.517838,16.322876,33.303707,1.0397315,95.310791,114.76385,1634.17,34041.961
3735577,361384.2,10153.2,54,27.018583,0.077752098,60.879116,10.484282,28.914368,0.87954843,51.383934,66.081543,512.29938,9464.7598
3735578,361384.2,10153.8,22,8.1141319,0.28498855,322.92535,0.85436589,5.3593616,0.28213879,8.5063105,18.915258,41.550743,105.84
3735579,361384.2,10154.4,502,228.68388,0.044110574,82.932404,10.290457,37.410069,0.075270861,207.88643,255.24153,6332.5059,105495.84
3735580,361384.2,10155,497,228.11766,0.044810269,72.266319,10.117908,36.712215,0.6726805,197.64966,252.92725,5913.3262,97545.242
3735581,361384.2,10155.6,476,226.077,0.031938594,68.389122,10.592737,36.016331,1.2695587,241.77692,298.24643,5662.7305,94448.883
3735582,361384.2,10156.2,518,252.46945,0.020932563,75.81575,10.790811,44.065926,1.3155241,327.00436,389.31232,6203.5195,107796.6
3735583,361384.2,10156.8,584,272.57635,0.025319915,80.291183,8.3625803,33.153393,1.3614895,300.98013,367.80524,6402.0264,94267.078
3735584,361384.2,10157.4,642,308.80554,0.019114612,92.21608,8.2774181,45.390682,1.5166898,379.95288,450.57257,7229.666,114786
3735585,361384.2,10158,644,315.46173,0.018358545,96.891228,7.9902396,61.054771,1.527966,394.48709,464.68552,7475.292,136310.41
3735586,361384.2,10158.6,571,280.67758,0.034763731,85.482285,5.8550243,25.560249,1.4993858,253.26843,318.52652,5748.8848,74759.039
3735587,361384.2,10159.2,558,283.18405,0.026580526,85.342949,6.0624623,25.825277,1.5453511,299.86237,365.8959,5584.4448,71389.797
3735589,361384.2,10160.4,641,316.76669,0.02705092,81.351578,5.195857,30.075975,1.6337367,301.85114,383.60449,6573.7817,84411.719
3735590,361384.2,10161,740,378.09256,0.023311149,98.227654,6.7991896,56.881359,1.6514616,368.04749,451.46298,8910.4727,160865.28
3735598,361384.2,10165.8,927,486.2149,0.046614639,102.19677,4.0302896,29.946922,2.4540608,254.02136,362.04111,9314.0361,110182.32
3735599,361384.2,10166.4,948,494.35965,0.045404427,102.91994,3.1610253,28.986471,3.0527546,260.70648,369.89404,9401.4688,110104.92
3735600,361384.2,10167,999,509.06503,0.036287542,103.5637,2.1290772,28.043472,3.6514482,309.90305,419.86801,10038.208,119820.96
3735601,361384.2,10167.6,1007,510.37894,0.046533901,112.50929,1.4350059,27.119579,4.2501421,261.50705,371.25009,9993.916,117799.2
3735602,361384.2,10168.2,994,509.03732,0.052917682,132.52452,0.82625258,26.216637,4.8488359,239.40143,347.67972,9742.4873,113855.04
3735603,361384.2,10168.8,996,506.74625,0.054744136,187.22447,0.55296975,25.33671,5.4475293,232.9599,341.06049,9686.6836,112650.84
3735604,361384.2,10169.4,997,506.28522,0.042164143,238.48621,0.90280473,32.082363,6.0462232,281.30496,388.44623,9770.6074,115847.64
3735605,361384.2,10170,1012,507.68732,0.041830607,256.94482,1.5090888,28.132362,5.7049475,282.99338,390.53143,10091.27,122723.64
3735606,361384.2,10170.6,1008,506.95932,0.042212848,261.09421,2.1595075,24.175461,5.1519203,279.84378,388.48044,10104.115,123834.24
3735607,361384.2,10171.2,1018,506.60162,0.041395944,265.04657,2.7723961,28.566664,4.6106544,286.22574,392.1564,10408.401,131254.56
3735610,361384.2,10173,1003,498.92108,0.040074863,271.44031,4.7494521,29.507465,3.1186049,296.85925,395.53491,10953.543,151416
3735611,361384.2,10173.6,979,488.99545,0.042208984,269.62054,5.4535508,29.833988,2.5930955,282.64032,381.55304,10789.305,150285.23
3735612,361384.2,10174.2,954,480.74475,0.037380554,268.21313,6.0798821,30.18833,1.9973493,304.60626,402.0123,10568.28,147072.95
3735613,361384.2,10174.8,923,471.65186,0.037339423,266.62881,6.7195339,30.569527,1.4052275,302.20142,398.41153,10317.729,144044.28
3735615,361384.2,10176,884,443.55423,0.040370733,266.07843,8.2342024,26.751057,0.28481147,288.48001,371.5737,10634.9,156503.16
3735626,361384.2,10182.6,968,935.66315,0.032592274,105.59242,18.384661,45.10508,0.058914203,497.82111,600.63043,26879.561,804694.69
3735627,361384.2,10183.2,1021,965.73291,0.028943436,106.24565,17.398256,45.334648,0.6244154,534.18909,647.52777,27065.494,788674.69
3735661,361384.2,10203.6,1002,794.39459,0.014295088,246.85251,4.6346745,48.326496,0.46773317,713.81763,835.6601,17116.766,361153.09
3735662,361384.2,10204.2,971,805.56372,0.015355796,236.65199,4.9943366,48.863991,0.82777035,682.66736,811.93024,16687.121,359576.62
3735663,361384.2,10204.8,833,800.99487,0.017385891,233.16019,7.5140743,49.47953,0.67744154,636.54926,760.88904,14285.193,306917.28
3735664,361384.2,10205.4,741,686.37573,0.032918293,240.7065,7.130126,36.746044,0.60917771,401.15146,511.87891,10394.068,182549.52
3735665,361384.2,10206,900,738.5531,0.024787432,222.24985,9.4324636,41.400772,0.75350469,509.5722,611.89941,15266.83,324972.72
3735666,361384.2,10206.6,958,750.33319,0.022951847,223.77608,10.568708,51.121494,0.7005136,537.2843,640.94861,17065.379,388037.53
3735667,361384.2,10207.2,916,757.81476,0.025184039,224.61128,11.498994,51.66938,0.64752251,507.74963,614.92731,15793.274,350422.19
3735668,361384.2,10207.8,897,743.96027,0.024232486,223.81958,12.493698,52.219067,0.59453142,518.82031,621.12756,15383.822,341663.41
3735669,361384.2,10208.4,888,722.9942,0.025708351,222.30885,13.505404,43.666214,0.54154032,497.33368,594.47723,15234.274,337072.31
3735670,361384.2,10209,897,723.20496,0.026728673,224.24696,14.168406,44.235172,0.48854923,487.08133,583.10522,15772.221,359615.88
3735671,361384.2,10209.6,875,719.21246,0.02616401,226.29855,14.869305,44.80508,0.43555814,495.79474,587.7348,15663.953,365990.75
3735672,361384.2,10210.2,868,713.5069,0.027061047,228.0715,15.455829,45.375889,0.38256705,485.55255,575.6145,15791.826,377234.28
3735673,361384.2,10210.8,843,712.77881,0.028467156,229.42714,15.929603,45.947567,0.32957596,471.05304,560.93207,15322.951,368425.44
3735676,361384.2,10212.6,757,669.32294,0.035343613,236.27773,17.491287,47.667419,0.17060271,407.55145,487.82867,14012.375,352581.47
3735677,361384.2,10213.2,667,630.6524,0.047642767,239.95952,18.241421,48.242203,0.11761162,330.71625,407.85095,12511.654,326102.75
3735678,361384.2,10213.8,615,608.76404,0.049458172,241.85928,18.919857,48.817684,0.064620532,316.57324,393.28775,11876.786,319152.97
3735679,361384.2,10214.4,615,613.50281,0.04665491,241.81664,19.788328,49.393833,0.011629442,332.57071,406.50372,12707.842,351173.88
3735681,361384.2,10215.6,185,87.443375,0.13327691,157.75729,6.9636221,17.472391,0.083314493,63.491776,90.801064,1510.5181,14890.68
3735682,361384.2,10216.2,393,311.76886,0.071097858,234.91524,16.819468,42.277851,0.05160721,185.3521,234.74319,5680.4414,122869.44
3735683,361384.2,10216.8,475,406.8392,0.099890836,244.23695,20.24789,51.704613,0.019899929,174.39551,226.23172,9044.0537,265980.59
3735684,361384.2,10217.4,542,475.13321,0.044564389,250.19012,15.635829,52.283737,0.37858635,300.2915,366.03168,10275.499,300840.47
3735685,361384.2,10218,655,531.2218,0.02697113,256.116,13.047514,52.863388,0.97667092,428.60278,497.50024,12905.712,368027.62
3735686,361384.2,10218.6,792,578.19922,0.020859396,263.79834,11.840704,53.443546,1.5747555,514.08417,590.19135,15989.055,449163.38
3735687,361384.2,10219.2,754,547.39215,0.020182934,262.70218,12.932395,54.0242,2.1728401,505.59662,583.7973,14722.241,408806.28
3735688,361384.2,10219.8,715,508.46014,0.013847253,259.03119,14.531515,54.60532,2.7709248,599.83612,679.2843,13859.184,382037.03
3735689,361384.2,10220.4,577,447.8345,0.011409854,250.45192,16.954811,54.928814,2.9434454,626.50616,702.30164,10212.383,262644.84
3735690,361384.2,10221,529,452.56342,0.016120212,251.55713,16.94735,47.073948,2.799968,515.48047,593.96283,9546.8408,244560.59
3801110,361384.8,10151.4,92,43.780216,0.072780564,86.462456,12.550673,26.024216,0.0049124928,72.477394,86.943314,1138.9095,20369.881
3801111,361384.8,10152,117,55.763611,0.089479275,83.955444,13.075191,25.77046,0.60224825,72.806892,88.495087,1555.4901,28418.4
3801112,361384.8,10152.6,152,72.258446,0.062390368,82.23735,13.301376,25.834383,0.74828905,102.88742,120.63976,2095.8689,38162.879
3801113,361384.8,10153.2,222,118.1411,0.050996844,77.364487,15.06391,34.109585,0.69187242,145.41457,170.62152,3275.3728,61927.922
3801114,361384.8,10153.8,295,152.06819,0.060478114,79.633812,14.22628,32.369625,0.35229713,145.14565,177.7563,4272.4878,79053.117
3801115,361384.8,10154.4,483,228.27158,0.021242222,89.609818,10.693801,48.341362,0.15683453,317.06171,367.4776,6014.043,104151.24
3801116,361384.8,10155,521,246.66313,0.022258736,83.061638,10.061847,44.174286,0.65216684,311.13928,373.17007,6186.8882,105978.24
3801117,361384.8,10155.6,502,239.91019,0.026734008,77.910316,9.7386665,36.174782,1.2434011,274.48721,335.81281,5697.4453,91093.32
3801118,361384.8,10156.2,565,278.71906,0.014517422,88.370705,11.050576,46.737133,1.8403181,423.19449,491.1832,6932.9961,125341.56
3801119,361384.8,10156.8,628,303.3179,0.016395021,92.744194,10.298268,62.378254,1.9597262,410.24139,482.16754,7823.5869,153915.48
3801120,361384.8,10157.4,645,309.25601,0.027275659,91.219566,7.9222383,34.058819,2.0718045,305.68747,377.46472,7140.4062,105220.8
3801121,361384.8,10158,647,324.983,0.026756939,93.654488,7.5227542,32.680424,2.1158919,319.09659,390.6763,7055.8179,100332.36
3801122,361384.8,10158.6,616,312.87628,0.024994746,93.589478,6.7469192,29.519173,2.0976224,326.91867,396.61298,6507.3774,88864.562
3801123,361384.8,10159.2,543,286.07083,0.023097474,87.370583,6.1234713,26.433853,2.1435878,325.7897,394.51132,5446.1885,71440.203
3801125,361384.8,10160.4,637,334.12912,0.019607821,105.47191,7.0563684,57.439533,2.2308803,380.302,462.75107,7414.729,136239.84
3801126,361384.8,10161,694,357.14227,0.018994898,112.31636,6.5573511,65.581093,2.1317241,409.65897,486.07925,7965.9263,138715.56
3801135,361384.8,10166.4,992,511.0394,0.043268468,111.72091,2.7674367,28.761007,3.0134015,274.99863,385.2533,10068.614,120206.16
3801136,361384.8,10167,1026,517.68634,0.04181172,117.47173,1.9629216,27.870611,3.6126723,283.38931,394.44754,10408.801,124557.84
3801137,361384.8,10167.6,1011,514.00275,0.041974682,134.78059,1.6000397,26.999578,4.2121506,285.67725,392.27802,10045.37,118144.44
3801138,361384.8,10168.2,1000,509.20801,0.043272432,154.56203,1.2453625,26.149698,4.811759,273.57437,384.54477,9800.8564,114131.16
3801139,361384.8,10168.8,990,504.181,0.040309053,182.86902,1.1004753,25.32295,5.4114547,285.50998,396.4577,9658.5635,112919.04
3801140,361384.8,10169.4,994,503.15179,0.03129217,216.59578,1.2007444,31.488882,6.0112104,339.33032,449.50717,9765.3604,116163.36
3801141,361384.8,10170,1004,505.33377,0.03879904,238.71187,1.6576838,27.537573,5.512135,293.12427,404.56061,10006.332,121825.08
3801142,361384.8,10170.6,1002,504.93973,0.042123232,246.11958,2.2485785,23.427155,4.9375587,276.55331,388.11807,10061.289,124013.16
3801143,361384.8,10171.2,1003,506.27753,0.037624124,253.31433,2.8175619,28.011734,4.3698215,300.78748,411.21228,10257.11,130315.68
3801144,361384.8,10171.8,1009,505.83795,0.037846681,259.362,3.3990955,28.321852,3.8119802,302.16275,409.82339,10549.351,138397.31
3801145,361384.8,10172.4,1002,503.72522,0.037652265,263.68784,4.0314207,28.671204,3.269105,304.05814,410.02112,10710.556,145097.64
3801146,361384.8,10173,983,496.32748,0.038294327,264.14182,4.687551,28.982893,2.7500727,299.07642,403.57278,10583.311,144418.31
3801147,361384.8,10173.6,967,486.28879,0.037814889,262.86612,5.3811288,29.324436,2.2712891,299.99957,401.995,10500.382,143881.92
3801148,361384.8,10174.2,946,477.27328,0.03612604,261.61411,6.1005726,29.694813,1.86403,306.90042,407.45377,10496.604,145901.88
3801149,361384.8,10174.8,927,468.67532,0.038078994,260.78751,6.8021421,30.09296,1.5844436,295.43192,393.27673,10457.356,146954.16
3801151,361384.8,10176,863,434.73511,0.036280416,261.78183,8.4883423,26.749403,0.57145691,306.11642,388.04416,10489.495,156271.69
3801152,361384.8,10176.6,643,319.69101,0.037870672,266.34836,11.231613,27.443823,0.05332578,265.93246,325.70068,8500.376,137255.77
3801163,361384.8,10183.2,1036,969.19531,0.026412416,108.40611,17.68681,45.623188,0.54705673,565.68933,679.0575,27778.17,817116.5
3801197,361384.8,10203.6,942,798.44263,0.017073071,220.26448,6.7637415,43.704288,0.37269258,646.80768,766.60382,15762.083,326490.12
3801198,361384.8,10204.2,1031,835.25281,0.013107366,222.26581,6.0362711,44.278187,0.96162897,766.26813,894.86224,17503.338,369105.47
3801199,361384.8,10204.8,1041,864.36945,0.014469298,236.8438,6.9458618,49.226902,0.73782647,733.87811,866.42487,18581.648,418267.81
3801200,361384.8,10205.4,903,787.97565,0.019758264,242.63387,8.0123682,49.773651,0.22826745,580.57587,707.9245,14371.604,295819.91
3801201,361384.8,10206,827,700.16296,0.023382178,221.34708,10.743426,50.322342,0.15584929,514.07697,613.42578,14806.366,331507.44
3801202,361384.8,10206.6,814,618.70532,0.023014059,205.37881,12.17475,46.588398,0.1028582,495.85962,581.23297,13506.068,278545.31
3801203,361384.8,10207.2,833,613.76978,0.021829173,206.5153,12.678764,47.169037,0.049867116,508.45703,594.414,13758.749,283203
3801213,361384.8,10213.2,354,250.51131,0.030944271,306.40436,11.537726,50.370979,0.045221973,263.6792,318.95432,3903.0286,67905
3801214,361384.8,10213.8,344,249.30595,0.031779237,307.06317,11.613562,36.051208,0.094677828,259.82684,313.97821,3806.0371,65611.078
3801215,361384.8,10214.4,348,241.29979,0.034566708,304.56903,12.028594,34.455074,0.14413369,242.43715,296.17911,3921.6648,67480.562
3801216,361384.8,10215,346,249.75163,0.042697929,306.3183,12.967083,38.246204,0.19358954,219.79984,271.11633,4046.4009,71051.039
3801217,361384.8,10215.6,293,229.61191,0.040506426,300.38681,13.627607,38.575104,0.2430454,221.8243,266.89484,3417.0991,61786.441
3801218,361384.8,10216.2,249,218.03781,0.047676936,299.12399,15.224609,40.428135,0.29250127,198.73001,239.72684,2936.4326,53285.039
3801220,361384.8,10217.4,316,186.8994,0.051318672,154.18123,2.3957562,34.82127,0.33068207,166.62514,213.92975,3798.2534,66360.602
3801221,361384.8,10218,449,276.38867,0.037627194,298.20053,0.97149688,36.401245,0.92876667,246.59169,303.81845,6015.0093,112977
3801222,361384.8,10218.6,644,482.85992,0.018402254,274.25418,7.394443,44.782864,1.5268513,498.1774,574.22223,10520.328,234792.36
3801223,361384.8,10219.2,717,539.15643,0.0133401,264.86066,11.479839,56.38168,2.1254041,632.50073,712.66064,13163.639,336272.75
3801224,361384.8,10219.8,741,537.79541,0.014727316,260.1792,15.322107,56.967125,2.4074056,599.59155,677.4101,15404.695,456523.56
3801225,361384.8,10220.4,626,476.60776,0.01687121,251.84486,19.616732,57.552872,2.3463764,524.47528,595.81628,13659.287,439418.53
3801226,361384.8,10221,595,465.1777,0.016280333,253.50775,20.265757,58.138912,2.287143,525.66669,599.21509,13529.118,449325.38
3866647,361385.4,10152,120,59.478741,0.086819157,98.952339,13.944315,28.15237,0.20736399,75.488701,92.785057,1697.8533,32409.359
3866648,361385.4,10152.6,128,63.417572,0.017919039,100.27501,13.438216,51.085442,0.15094733,191.97572,210.88824,1758.3765,34071.84
3866649,361385.4,10153.2,149,74.599678,0.020118561,104.4939,15.106761,49.672207,0.094530657,194.8651,215.86139,2072.9507,42176.879
3866650,361385.4,10153.8,158,76.766792,0.021970091,106.69629,13.782923,44.770702,0.038113989,186.30327,209.54422,2074.2878,41909.039
3866652,361385.4,10155,561,274.89246,0.017457256,91.603439,10.83598,48.08334,0.56129456,379.267,444.83441,6703.3794,119222.28
3866653,361385.4,10155.6,532,263.07513,0.015013297,92.125328,10.785602,63.702904,1.1587042,407.16608,469.25272,6618.605,137944.8
3866654,361385.4,10156.2,532,256.69705,0.026613887,90.61335,8.5247259,27.826715,1.7561139,284.78793,348.14584,5674.9482,83624.398
3866655,361385.4,10156.8,585,277.07291,0.029111685,96.287773,8.2884712,34.95314,2.353524,277.71326,345.83447,6325.0112,92166.844
3866656,361385.4,10157.4,636,311.04962,0.026543908,100.65836,8.0870428,34.234997,2.6465826,313.35126,383.74023,7043.2759,102918.6
3866657,361385.4,10158,644,318.79709,0.023973836,100.43923,7.5701661,33.518955,2.7091172,339.48993,408.78348,7180.2686,104516.64
3866658,361385.4,10158.6,649,336.84833,0.017666901,100.95193,9.0518188,59.624783,2.6958592,416.90204,489.48788,8142.0293,158889.95
3866659,361385.4,10159.2,623,339.91418,0.022463031,99.077164,9.37813,58.818977,2.7418246,360.58792,436.06918,7958.0557,158640.48
