Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
7012443,361414.2,10192.8,133,52.392738,0.10576327,232.1893,4.241065,18.31114,1.1873977,51.611023,78.899284,761.94531,7117.5601
7012444,361414.2,10193.4,94,37.04245,0.13950835,262.06067,2.1780396,8.9567032,1.192925,33.754753,57.763657,320.05014,1389.24
7012445,361414.2,10194,92,34.74152,0.1396035,266.1456,2.5673485,8.8318701,1.1984522,33.137447,55.921806,331.96326,1578.96
7012446,361414.2,10194.6,89,33.471516,0.14180197,267.62506,3.0201044,9.0596743,1.2039795,32.250374,54.46299,343.4017,1797.12
7012447,361414.2,10195.2,90,32.747246,0.13580994,267.97372,3.4912236,9.441926,1.2095066,33.287716,55.046097,377.73105,2160
7012448,361414.2,10195.8,91,32.370316,0.12699756,267.51816,3.9458611,9.9026146,0.82056469,35.159607,56.595345,414.24487,2542.6799
7012449,361414.2,10196.4,89,31.165077,0.10151525,266.2952,4.6057086,10.40749,0.22056845,41.179886,62.111698,453.83762,3022.9199
7012454,361414.2,10199.4,656,435.30154,0.033128753,110.33369,14.128752,63.910755,0.056309838,320.59326,406.34738,13163.311,337052.53
7012455,361414.2,10200,704,503.63626,0.021405939,128.84198,14.839409,63.661438,0.65629649,454.35678,543.74628,15482.87,459273.25
7012471,361414.2,10209.6,584,434.63525,0.040588114,160.78328,5.6339955,55.417019,2.0886672,276.43005,366.83264,9020.6064,200747.52
7012472,361414.2,10210.2,553,427.37955,0.031035187,160.07297,4.6851225,52.633251,1.95716,329.42056,415.99164,7884.2637,153084.95
7012473,361414.2,10210.8,546,396.72726,0.058218129,125.76342,3.2489643,53.22081,1.986033,206.99164,292.63202,7591.9258,140059.08
7012476,361414.2,10212.6,556,377.66858,0.12568478,92.798813,3.4735799,30.570782,2.0547988,114.30691,194.32068,7740.4468,138372.84
7012477,361414.2,10213.2,596,385.3851,0.1504612,94.63414,3.6238246,31.138712,2.0186191,99.568787,179.4073,8443.083,151892.28
7012478,361414.2,10213.8,645,403.23215,0.15626915,99.580917,3.7239888,31.708076,2.0665801,97.992661,180.07187,9219.7988,165639.59
7012479,361414.2,10214.4,691,419.20059,0.16854106,104.06008,3.6458251,32.278782,1.6338552,90.295708,176.79218,9794.9121,173477.88
7012480,361414.2,10215,725,430.47952,0.18872288,108.33388,3.3691444,32.850742,1.3372407,79.576912,169.30466,10051.276,174377.16
7012481,361414.2,10215.6,754,443.11935,0.16080721,114.51977,3.0768335,33.423885,1.2647198,93.946182,186.08549,10172.529,172647.36
7012482,361414.2,10216.2,771,456.8486,0.14742839,122.82266,2.8145339,33.971786,1.301862,103.25047,197.33336,10117.186,168942.59
7012483,361414.2,10216.8,771,457.67618,0.15089913,130.33899,2.4010856,34.514019,1.3343031,100.85419,195.22739,9899.2246,163212.12
7012484,361414.2,10217.4,773,465.30859,0.11757901,143.1355,2.2540576,35.061069,1.5678688,126.40141,223.00293,9734.4863,159332.05
7012485,361414.2,10218,769,475.61835,0.10781793,157.97092,2.3560038,35.612385,1.8801321,135.91278,235.4446,9422.0195,151215.12
7012486,361414.2,10218.6,772,491.01535,0.097009264,171.487,2.8554444,36.1675,2.2586546,149.3927,252.20045,9293.4482,148524.84
7012487,361414.2,10219.2,765,506.60925,0.08851216,177.58952,3.6871507,39.503002,2.6880071,163.01187,268.18842,8889.5146,137155.31
7012488,361414.2,10219.8,778,510.93741,0.076251209,183.17508,4.0703816,40.993542,3.173207,183.96043,290.17862,8959.042,137490.84
7012489,361414.2,10220.4,798,514.97058,0.077562876,189.12987,4.4308357,44.479691,3.6923034,180.68167,288.8479,9460.2402,155190.23
7012493,361414.2,10222.8,759,502.84128,0.067225754,210.50053,5.4120026,44.705566,4.7265339,199.29498,306.58615,8141.7603,123669.72
7012494,361414.2,10223.4,786,498.13843,0.080928251,217.61235,5.8024473,44.863358,4.1350126,174.3969,278.1185,9225.6641,169476.48
7012495,361414.2,10224,790,497.00494,0.10934743,222.017,6.2794671,45.006699,3.5463405,134.94296,238.99071,9358.2471,176132.16
7012496,361414.2,10224.6,764,477.21588,0.10745931,232.84178,6.0134788,45.170589,2.9622178,130.58321,236.23288,8413.7158,142983
7012497,361414.2,10225.2,730,452.38547,0.17026907,246.84393,5.7410793,31.986021,2.3859878,77.997665,182.72221,7123.21,94128.117
7012498,361414.2,10225.8,730,443.70142,0.11418594,251.6996,6.1598358,32.707359,1.8251414,118.47044,220.97545,7145.4639,95545.797
7012499,361414.2,10226.4,730,439.34323,0.11492354,254.26196,6.6862569,33.428902,1.2997479,119.31915,219.18074,7210.0586,98804.883
7012500,361414.2,10227,726,436.49844,0.1386839,255.92496,7.2445879,34.150623,0.87609822,100.88971,198.8764,7210.0005,100804.32
7012501,361414.2,10227.6,720,431.75662,0.12916252,257.41125,7.8386674,34.872513,0.71616024,110.7573,204.95389,7113.521,99125.281
7012502,361414.2,10228.2,727,436.98877,0.089989528,252.51785,8.6859446,47.058529,0.60592335,154.62823,247.02681,7533.7583,116246.88
7012503,361414.2,10228.8,728,431.32797,0.09197735,252.16914,9.3857718,36.3167,0.51064241,157.23512,242.75507,7729.2964,120989.52
7012504,361414.2,10229.4,712,420.80942,0.099879205,252.63751,10.014382,37.397655,0.42717859,150.3351,230.09656,7533.8936,116957.52
7012505,361414.2,10230,749,430.31512,0.054488361,244.94164,11.524035,62.180592,0.3437148,241.02614,315.02597,9483.9775,201124.08
7012506,361414.2,10230.6,785,440.1835,0.054993071,237.41296,13.078719,62.821377,0.26025102,250.41533,317.15225,11373.756,280177.56
7012507,361414.2,10231.2,740,405.78467,0.070115715,239.24232,12.767441,67.223534,0.17678721,205.33743,269.67773,10205.31,245552.05
7012508,361414.2,10231.8,669,357.642,0.10354134,249.71657,11.299123,39.928852,0.093323417,145.31592,208.33981,7443.231,122256.36
7012509,361414.2,10232.4,654,340.63376,0.14930506,250.33372,11.470315,40.651466,0.0098596215,107.48761,169.32127,7313.46,120673.08
7012511,361414.2,10233.6,297,133.21011,0.13037902,197.52252,7.3139949,28.572687,0.14839643,77.605972,113.31037,2217.7317,21142.801
7012512,361414.2,10234.2,39,14.773895,0.2429001,69.262932,3.4303942,8.2390137,0.0034793078,15.659886,27.6464,142.14114,642.59998
7012513,361414.2,10234.8,380,164.49113,0.18614279,211.68729,7.087585,26.760353,0.50516176,60.884205,105.37876,2920.3887,29923.92
7012514,361414.2,10235.4,467,193.54596,0.18562108,223.80872,7.7754717,28.080267,1.0027539,64.96122,114.4678,4063.6833,47224.078
7012515,361414.2,10236,503,205.69025,0.18851027,229.97134,8.4656677,28.878405,0.98953128,65.977577,117.0966,4754.355,59959.801
7012516,361414.2,10236.6,518,210.93852,0.13011503,233.81439,9.0989599,42.054161,0.8174575,91.139526,142.73128,5183.6123,69399
7012517,361414.2,10237.2,523,211.48451,0.12593426,236.74872,9.6545,42.745358,0.7403149,94.05722,145.26877,5468.1431,74601.719
7012518,361414.2,10237.8,509,209.93507,0.10216527,239.28064,10.090168,43.03043,0.66317236,110.20827,160.69257,5382.5781,70422.477
7012519,361414.2,10238.4,513,209.38185,0.16174294,240.88411,10.754449,32.276543,0.58602983,79.086525,127.54452,5793.6011,80907.477
7012520,361414.2,10239,516,215.24875,0.055462699,241.11092,12.506164,74.34864,0.50888723,171.37697,220.83847,6288.8643,96622.922
7012521,361414.2,10239.6,525,218.93008,0.051833495,243.16797,13.237314,75.202362,0.23524946,181.02829,230.38405,6783.9023,109481.4
7012522,361414.2,10240.2,404,163.53674,0.15251777,153.09135,8.8975954,21.329073,0.11721972,62.49007,116.07866,4056.1936,47814.48
7012523,361414.2,10240.8,395,162.12987,0.15377879,157.00989,8.6060915,20.714329,0.27745959,61.623459,115.10342,3805.187,43285.68
7012524,361414.2,10241.4,393,160.93442,0.18204382,161.17012,8.3798809,18.47254,0.20031703,52.243443,105.4002,3713.9792,41867.641
7012525,361414.2,10242,392,159.31767,0.18414997,165.58209,8.1902685,18.193192,0.12317447,51.696178,104.26801,3652.7148,40905.719
7012526,361414.2,10242.6,386,157.52278,0.18914264,170.19997,8.0486946,17.834089,0.046031918,50.373344,102.30148,3551.3506,39484.801
7012530,361414.2,10245,163,87.457809,0.10202727,283.38187,13.509026,46.205193,0.022538304,36.378498,103.78775,1234.7548,13327.2
7012531,361414.2,10245.6,163,89.640099,0.10406621,282.56555,14.645841,46.797619,0.099680863,36.624462,104.04021,1295.4521,14634
7012532,361414.2,10246.2,177,97.36055,0.079465516,281.21686,14.607552,47.390232,0.17682342,53.805111,124.08152,1433.433,16473.24
7012533,361414.2,10246.8,451,215.3223,0.078710765,246.57632,9.795887,47.983032,0.48020554,89.007492,185.40967,4586.5151,56549.52
7012534,361414.2,10247.4,256,130.10974,0.078091666,273.99075,14.36345,48.576008,0.33290517,68.388168,144.69633,2244.5217,25859.52
7012535,361414.2,10248,173,100.79771,0.088468559,279.99698,18.179974,49.169155,0.41107261,51.468121,119.65636,1664.4556,21531.24
7077915,361414.8,10154.4,138,51.019203,0.093781434,86.57045,6.1096134,28.785887,1.8409104,40.921303,82.682449,1039.1829,14035.68
7077916,361414.8,10155,140,52.02879,0.091265142,86.873833,5.3814993,28.18675,2.4031124,41.145489,84.63974,965.4118,12261.6
7077917,361414.8,10155.6,158,58.78413,0.075534627,97.686523,4.3755426,27.587652,2.2655492,51.18943,98.892174,1026.0925,11692.44
7077918,361414.8,10156.2,175,64.573021,0.080356605,111.64616,3.6182935,26.988594,1.6658109,50.863483,100.48927,1141.9567,12197.88
7077919,361414.8,10156.8,157,60.259777,0.075756371,102.54942,2.9672496,26.389578,1.0663674,54.920338,99.97908,930.27643,9398.1602
7077920,361414.8,10157.4,150,57.434345,0.10051334,89.179398,2.6007791,25.790609,0.46835092,39.985107,84.738136,814.32947,7515
7077921,361414.8,10158,166,61.165253,0.12712167,87.054398,3.5894868,25.191689,0.057383068,36.383415,77.758438,948.04993,8022.2402
7077922,361414.8,10158.6,186,66.759811,0.1198639,96.023941,3.0649827,23.937204,0.49847555,35.670975,83.66008,955.32465,7191
7077923,361414.8,10159.2,185,65.372635,0.12670311,98.320244,2.4297228,22.302416,1.096664,34.339771,80.521027,899.59131,6263.6401
7077924,361414.8,10159.8,181,63.523674,0.13413298,100.31349,1.811929,20.690083,1.3678371,32.663628,77.144493,848.47089,5600.1602
7077925,361414.8,10160.4,175,61.216736,0.14008105,102.26338,1.2317079,19.099604,1.3415968,32.061489,74.105476,789.2464,4915.0801
7077926,361414.8,10161,171,58.805805,0.14653231,106.16193,0.68328959,17.530443,1.3460444,31.514959,71.014717,749.51245,4440.2402
7077927,361414.8,10161.6,164,56.962185,0.15718995,150.72588,0.191403,15.982137,1.3504921,30.477449,67.481682,698.11298,3996.72
7077928,361414.8,10162.2,159,55.546169,0.16619119,250.36058,0.51189864,14.454314,1.3549398,29.929756,64.807907,663.20746,3727.4399
7077929,361414.8,10162.8,155,54.395275,0.17580229,259.88174,1.0768536,12.946737,1.3593875,29.314268,62.355282,643.12164,3628.0801
7077930,361414.8,10163.4,152,53.494598,0.18516181,262.60019,1.6511848,11.459365,1.3638352,28.815905,60.253765,630.29596,3601.0801
7077931,361414.8,10164,149,52.791199,0.18997087,263.70166,2.2240517,11.679479,1.3682828,28.503839,59.093838,625.59998,3678.48
7077932,361414.8,10164.6,147,52.463612,0.2261406,264.25998,2.7628956,12.250239,1.3727305,23.577133,53.993908,640.17059,3983.04
7077933,361414.8,10165.2,148,52.419426,0.2205957,264.27371,3.2886817,12.827016,1.3771782,24.064198,54.645267,680.68823,4519.0801
7077934,361414.8,10165.8,148,52.904129,0.21209243,263.44193,3.7751863,13.408195,1.3816259,24.92827,55.986992,726.05878,5154.1201
7077935,361414.8,10166.4,157,55.997475,0.18195198,258.00031,4.0322375,13.992681,1.3860736,29.69681,62.188599,836.10492,6241.3198
7077936,361414.8,10167,201,73.853447,0.051928185,218.35744,5.056294,45.63076,1.1925286,96.987907,133.68687,1532.8013,19594.08
7077937,361414.8,10167.6,219,80.672729,0.11894324,222.24678,5.4000683,17.349501,0.59253228,52.255032,92.320557,1609.1632,15301.44
7077939,361414.8,10168.8,29,11.26868,0.16031337,96.904762,1.8392951,9.6997576,0.36746043,15.50183,29.720531,65.254723,186.12
7077940,361414.8,10169.4,31,11.760519,0.19040364,97.186073,1.1383648,8.7060318,0.410115,13.187932,27.859964,52.740704,114.12
7077941,361414.8,10170,31,11.836552,0.20749842,102.16905,0.47248039,7.7307734,0.85866326,11.919254,26.773808,49.071796,113.4
7077942,361414.8,10170.6,30,11.248047,0.37294018,247.11859,0.52482539,3.4301448,1.0325174,4.7178154,19.468115,44.01236,74.879997
7077943,361414.8,10171.2,30,11.164963,0.37479565,260.44879,1.2272558,4.6945114,0.43261477,4.7170906,19.348011,54.451668,117.72
7077944,361414.8,10171.8,107,43.85799,0.20071071,95.749191,5.8861847,13.400543,0.047287844,22.796751,52.401535,716.88391,5789.1602
7077950,361414.8,10175.4,210,82.858894,0.16568959,170.64998,5.0001297,17.323277,1.4550731,39.751896,79.273293,1425.6459,12956.4
7077951,361414.8,10176,199,78.64151,0.17782016,189.4691,4.4581413,15.202191,1.4607234,35.603901,74.548752,1298.3955,11573.28
7077952,361414.8,10176.6,176,68.415009,0.15444431,205.77408,3.7220452,15.486704,1.4663737,34.904484,74.609596,1082.7445,9554.4004
7077953,361414.8,10177.2,150,58.395622,0.098139755,224.81471,2.9505148,18.943945,1.4720238,48.669022,86.47142,826.9754,7107.1201
7077954,361414.8,10177.8,132,52.571514,0.09145733,238.8287,2.6723299,19.521431,1.4776741,47.912506,84.990601,684.20502,5900.3999
7077955,361414.8,10178.4,114,46.708492,0.12582941,256.89935,2.1830025,15.489626,1.4833244,31.771519,68.298599,462.19565,2899.0801
7077956,361414.8,10179,112,45.455418,0.11704399,262.53568,2.6731341,16.812651,1.4889747,33.458508,69.859138,468.38638,3170.52
7077957,361414.8,10179.6,114,44.679665,0.14008467,265.51862,3.2255707,18.126396,1.4946249,26.668169,63.308872,515.90765,3855.96
7077958,361414.8,10180.2,110,44.30294,0.13492283,267.26627,3.8290851,19.430904,1.5002751,27.197184,64.236,518.35083,4174.2002
7077959,361414.8,10180.8,110,44.110806,0.13002802,268.22202,4.4579163,20.726254,1.5059254,27.811283,65.291847,566.00745,4993.9199
7077960,361414.8,10181.4,111,44.112675,0.11593115,268.84424,5.1330109,23.354301,1.5115756,31.804045,69.149101,623.61938,5890.3198
7077961,361414.8,10182,109,44.157207,0.11652974,269.24991,5.8053713,23.952911,1.1596394,31.815636,69.006073,664.77258,6727.3198
7077962,361414.8,10182.6,111,44.221596,0.11705652,269.50635,6.4721694,24.551603,0.55966598,31.853975,68.90081,764.54736,8489.5195
7077969,361414.8,10186.8,289,121.91674,0.077930607,138.28807,7.651804,18.313362,0.39527765,99.081787,140.21117,2522.3218,26743.68
7077970,361414.8,10187.4,310,139.52399,0.072544686,146.91087,7.8534112,20.41325,0.99527138,104.70862,155.46283,2740.0925,30400.561
7077971,361414.8,10188,286,127.00579,0.059128959,148.7296,7.1147275,20.252472,1.5737283,113.18999,164.29207,2358.7656,25161.48
7077972,361414.8,10188.6,263,109.75576,0.062009081,151.92245,6.061542,17.689726,1.5793786,104.07539,149.1389,1985.1766,19819.439
7077973,361414.8,10189.2,247,113.78673,0.066971876,165.12999,6.2930317,17.541708,1.5882809,100.5353,146.11827,1818.0627,18616.68
7077974,361414.8,10189.8,240,110.08077,0.052889585,168.76303,6.0487361,17.866076,1.0501046,114.90025,161.72441,1690.1824,16802.279
7077975,361414.8,10190.4,218,91.171585,0.075112358,165.41917,5.2478814,19.340521,0.63466775,80.385384,123.50343,1467.1938,14218.92
7077976,361414.8,10191,225,80.726486,0.087467112,178.89659,4.796977,17.288076,0.57084155,71.348595,107.69376,1485.6642,14299.92
7077977,361414.8,10191.6,186,74.743248,0.090802528,189.39281,5.2644792,17.924206,0.58790666,68.326843,101.70492,1208.8721,12166.56
7077978,361414.8,10192.2,139,62.9641,0.098000579,205.56161,4.8851027,18.213345,0.58189601,58.522949,89.853935,734.05646,6040.7998
7077979,361414.8,10192.8,120,48.120537,0.091499455,223.28273,3.7994463,17.69083,0.58742321,55.391289,81.294456,604.13361,4720.3198
7077980,361414.8,10193.4,116,46.10651,0.091206752,230.48688,4.7351933,19.162188,0.59295046,55.783264,79.702614,660.76605,6233.7598
7077981,361414.8,10194,89,35.050087,0.11802321,247.47635,2.8846455,9.9652967,0.59847766,39.156548,61.089386,327.60773,1580.76
7077982,361414.8,10194.6,85,33.278206,0.11135293,252.14705,3.2428427,9.8893957,0.60400492,40.146572,61.282162,327.71722,1678.3199
7077983,361414.8,10195.2,86,32.08569,0.1076927,254.92578,3.6709733,10.081836,0.60953212,40.650097,61.188175,358.58212,2001.24
7077984,361414.8,10195.8,85,31.508484,0.13268659,255.83408,4.1124249,10.41565,0.61505938,34.507195,54.626728,391.15417,2387.52
7077985,361414.8,10196.4,78,28.400082,0.18915701,261.638,5.1543078,10.831235,0.21843982,24.876839,43.436367,400.20724,2678.04
7077990,361414.8,10199.4,714,465.04849,0.032731988,117.43155,15.162573,64.494102,0.06030833,334.13461,422.54004,15739.429,450380.16
7077991,361414.8,10200,729,510.15353,0.023401994,129.16142,15.389495,64.243073,0.66029501,431.9447,523.39423,16410.279,490925.53
7078007,361414.8,10209.6,636,446.21014,0.040378734,147.96494,6.1248507,55.756943,2.6643763,278.7886,372.64758,10119.88,222914.16
7078008,361414.8,10210.2,626,455.02866,0.032055847,154.66931,5.945653,53.025112,2.5553219,331.2334,422.34824,9540.8066,194556.23
7078009,361414.8,10210.8,610,429.05554,0.041897442,131.13446,4.6757488,53.591339,2.5590208,269.17606,358.73019,8968.3916,171628.2
7078010,361414.8,10211.4,622,415.33398,0.094857566,111.46408,4.6074848,28.733549,2.4710786,145.80624,234.56741,9034.3018,166669.2
7078011,361414.8,10212,628,405.0499,0.099118404,104.37355,4.9525814,28.396652,2.4913721,140.4975,226.61156,9212.2012,170755.2
7078012,361414.8,10212.6,663,413.88055,0.1308865,105.83096,4.97332,28.024771,2.6239541,111.80312,199.34026,9762.1357,179804.52
7078013,361414.8,10213.2,694,426.2446,0.1320125,109.06063,4.7324376,31.337486,2.6185956,111.41882,201.43124,10111.226,182829.59
7078014,361414.8,10213.8,713,430.14206,0.13632166,110.62637,4.540729,31.9025,2.4796002,107.02465,199.12622,10245.226,181954.44
7078015,361414.8,10214.4,738,439.46939,0.13569787,114.39844,4.2745609,32.469036,2.1324039,107.43294,201.73569,10376.022,180279.72
7078016,361414.8,10215,758,446.76215,0.13895133,119.05809,3.8621919,33.036995,1.9146478,105.35355,201.00726,10444.644,178558.92
7078017,361414.8,10215.6,776,456.16592,0.12954578,125.31371,3.5184183,33.606297,1.8647199,113.21571,210.35591,10406.901,174137.41
7078018,361414.8,10216.2,777,461.01224,0.13914695,132.20349,3.1862514,34.176849,1.8977467,104.74317,204.04422,10237.691,169809.84
7078019,361414.8,10216.8,780,463.1669,0.11295771,141.04552,2.8266442,34.748589,1.92559,127.69552,226.99472,10078.455,165875.77
7078020,361414.8,10217.4,779,473.04669,0.10821,153.21312,2.8174722,35.321442,2.0962691,133.06047,234.38145,9912.2969,162083.88
7078021,361414.8,10218,779,483.26389,0.10219304,165.21013,3.003206,35.892094,2.3887775,139.75148,243.77347,9755.9805,158607
7078022,361414.8,10218.6,785,498.97418,0.093318634,175.12689,3.5904806,36.435333,2.7214582,152.25845,259.21478,9655.46,155881.8
7078023,361414.8,10219.2,786,515.16986,0.086689055,182.73882,4.2960148,40.224117,3.1053646,164.36949,273.2738,9520.1035,152613.36
7078029,361414.8,10222.8,788,512.11597,0.066405803,213.29248,6.0905876,42.300179,4.5504894,201.46831,311.30499,9101.4375,150411.59
7078030,361414.8,10223.4,807,507.20966,0.06905476,217.78038,6.5388656,45.449467,4.07059,197.36981,303.80988,10009.774,191928.23
7078031,361414.8,10224,800,503.18973,0.073373824,220.9686,6.906014,45.588287,3.4710095,187.90616,293.56229,9859.8027,189923.77
7078032,361414.8,10224.6,787,488.15488,0.086499631,227.72623,6.839045,45.747093,2.871604,159.01149,266.30334,9366.2803,173703.23
7078033,361414.8,10225.2,738,458.56094,0.11052882,241.70377,6.2321076,39.333763,2.2725124,121.60934,228.33144,7539.2476,104082.84
7078034,361414.8,10225.8,734,448.84933,0.15238753,246.69087,6.5843067,33.635983,1.6740719,86.7929,192.38911,7473.1489,103005.72
7078035,361414.8,10226.4,734,443.9053,0.12980282,249.83348,7.0902238,34.381302,1.0773672,105.29436,207.30417,7533.6011,105426.36
7078036,361414.8,10227,732,440.6131,0.13783954,251.87901,7.6505508,35.126663,0.48879793,100.7033,200.42262,7613.7451,109315.8
7078037,361414.8,10227.6,730,431.0246,0.1024286,252.45007,8.4413443,35.872051,0.12157696,138.58861,229.95631,7713.4766,114567.48
7078038,361414.8,10228.2,708,372.51022,0.074958347,241.54123,8.7138033,48.579124,0.20254748,184.53781,249.89871,7717.7671,124054.2
7078041,361414.8,10230,28,9.7381878,0.27632663,39.345898,1.6888983,5.2037868,0.010451674,6.9416289,21.04421,67.272919,199.08
7078042,361414.8,10230.6,29,10.153319,0.30193502,7.7593136,1.401836,4.1802402,0.09391547,5.9458575,20.556644,62.125385,161.28
7078043,361414.8,10231.2,29,10.034176,0.29114729,332.36707,1.5883135,4.6079288,0.17737927,6.48103,20.810831,62.437061,165.60001
7078044,361414.8,10231.8,25,8.8425426,0.25462228,306.90564,2.0431588,5.4011722,0.26084307,7.2756581,20.890329,61.777992,200.52
7078045,361414.8,10232.4,19,7.9041681,0.16599543,293.77173,2.7058468,7.8318691,0.34430686,11.318492,24.461605,46.212494,153
7078046,361414.8,10233,18,6.5169363,0.10736961,283.95804,2.9251058,9.988904,0.11737709,15.288445,27.617603,50.657742,185.03999
7078047,361414.8,10233.6,165,62.950592,0.1552251,155.0576,5.4121137,14.265635,0.23608708,48.116405,71.387779,1097.7386,8733.5996
7078048,361414.8,10234.2,229,103.84328,0.098570518,194.39577,6.9222183,29.012228,0.52990603,81.386772,115.05901,1709.9304,17488.439
7078049,361414.8,10234.8,271,114.12042,0.15993883,191.47911,5.3706994,18.809853,0.45340616,57.327991,94.691208,1863.0973,16019.28
7078050,361414.8,10235.4,340,143.76212,0.10031641,205.31406,6.8670926,27.44603,0.41343009,90.05014,134.19649,2574.2219,26600.76
7078051,361414.8,10236,397,166.6768,0.16187567,216.90883,7.8565264,28.947559,0.58293444,65.950363,113.75009,3303.937,38014.922
7078052,361414.8,10236.6,435,180.34628,0.16417973,224.30518,8.7154503,29.724222,0.22243729,68.017899,117.48943,4062.1919,51238.441
7078053,361414.8,10237.2,426,178.28493,0.098963037,227.34108,9.8618021,42.890377,0.14529474,106.52742,150.46162,4437.0259,61024.68
7078054,361414.8,10237.8,439,181.80476,0.14017949,230.57069,10.374229,43.572441,0.068152174,83.878075,127.66309,4761.0557,66485.156
7078058,361414.8,10240.2,163,82.751259,0.11122563,288.67331,7.4237146,37.881828,0.00041804594,39.773819,96.691833,924.15356,6741.3599
7078059,361414.8,10240.8,163,85.557503,0.10235251,286.37762,8.7376556,41.345928,0.077560604,35.003803,102.49077,937.4068,7103.52
7078060,361414.8,10241.4,164,88.48275,0.10299311,284.64462,10.095893,42.555588,0.15470316,35.861782,103.9035,962.94476,7620.1201
7078061,361414.8,10242,164,91.159409,0.10570175,283.37854,11.352634,43.14806,0.23184571,36.114689,104.10332,989.21252,8226
7078062,361414.8,10242.6,164,93.606796,0.10814191,282.384,12.521795,43.740738,0.30898827,36.387283,104.29455,1021.5657,8950.6797
7078063,361414.8,10243.2,164,95.852959,0.11033695,281.58481,13.619546,44.333614,0.38613084,36.681137,104.48338,1059.9371,9794.1602
7078064,361414.8,10243.8,164,97.896942,0.11226986,280.91302,14.652213,44.926682,0.46327338,36.75946,104.6786,1104.2693,10756.44
7078065,361414.8,10244.4,164,99.755135,0.11391697,280.35162,15.628216,45.519928,0.54041594,37.109383,104.90069,1154.5354,11837.52
7078066,361414.8,10245,164,101.63768,0.11124044,279.8468,16.532658,46.11335,0.61755848,39.406849,107.15217,1210.8677,13037.4
7078067,361414.8,10245.6,169,104.84299,0.098368488,279.27994,17.111666,46.70694,0.69470108,47.283154,115.73019,1297.3763,14484.24
7078068,361414.8,10246.2,187,115.54718,0.075541638,277.4895,16.348331,47.300694,0.77184361,66.530159,138.64091,1500.986,17363.881
7078069,361414.8,10246.8,333,185.17537,0.086341031,255.99603,12.183283,47.8946,0.92655599,80.303291,164.16779,3523.6084,46031.762
7078070,361414.8,10247.4,362,185.73694,0.098041333,259.40936,13.909335,48.488659,0.9277916,74.333946,154.29416,3865.1128,50689.441
7078071,361414.8,10248,220,127.78632,0.093947873,275.16925,18.4888,49.082859,0.49373764,59.706516,130.73854,2086.0964,26467.199
7143451,361415.4,10154.4,153,62.132298,0.094315976,93.039345,7.7540803,28.759596,1.8458554,54.335464,90.985252,1221.3051,16766.279
7143452,361415.4,10155,164,66.489967,0.082409307,95.177055,7.1083674,28.160183,1.8626003,61.780983,100.69198,1261.4277,16630.92
7143453,361415.4,10155.6,190,75.931931,0.080634207,102.39608,6.2937551,27.560829,1.8730816,64.915977,108.78212,1416.7192,17289
7143454,361415.4,10156.2,214,82.954697,0.088460892,108.46542,5.6206179,26.961279,1.7804973,61.163342,108.55499,1592.8865,18493.199
7143455,361415.4,10156.8,209,81.340363,0.088590771,104.56068,5.1444411,26.361643,1.2434213,61.317039,107.4147,1434.4127,15907.68
7143456,361415.4,10157.4,203,79.632408,0.11942526,99.742973,4.7117567,25.762022,0.80126309,43.178234,91.538071,1277.9719,13456.08
7143457,361415.4,10158,226,86.475929,0.108452,105.18445,3.9800651,25.162422,0.65738308,51.795643,100.09993,1316.6014,12806.28
7143458,361415.4,10158.6,208,80.843285,0.12745787,103.79883,3.7829816,24.56284,0.8230052,40.532822,89.277817,1201.5963,11546.64
7143459,361415.4,10159.2,195,77.455841,0.1265057,104.9161,3.4601889,23.963278,1.1479176,42.288647,87.715622,1113.2075,10545.12
7143460,361415.4,10159.8,193,74.139091,0.12731338,105.78162,3.1737001,23.363741,0.78986102,42.054623,85.544395,1073.1498,9834.4805
7143461,361415.4,10160.4,186,71.132904,0.12720349,106.77287,2.856832,22.764227,0.74161327,42.358334,83.8283,1021.6035,9225.7197
7143462,361415.4,10161,176,68.307976,0.12519911,107.98612,2.5441015,22.16474,0.74606097,43.193188,82.801842,948.69128,8429.7598
7143463,361415.4,10161.6,172,65.975555,0.12646934,109.7088,2.2118404,21.565279,0.75050861,42.536663,80.966209,913.93604,7936.5601
7143464,361415.4,10162.2,168,64.569672,0.12864964,113.58813,1.8223673,20.965851,0.75495631,41.447033,79.417267,875.10443,7432.2002
7143465,361415.4,10162.8,167,63.694706,0.12957188,120.76743,1.4093853,20.366457,0.759404,40.708302,78.596138,867.4549,7219.7998
7143466,361415.4,10163.4,164,63.146954,0.1297086,135.04199,1.0239321,19.767099,0.76385164,40.187099,78.216202,847.50262,6943.3198
7143467,361415.4,10164,162,62.848511,0.12915599,163.33598,0.7627486,19.167782,0.76829934,39.851933,78.197914,840.92047,6800.7598
7143468,361415.4,10164.6,162,62.797184,0.1277436,201.35165,0.810601,18.568508,0.77274698,39.740974,78.596901,848.42328,6754.6802
7143469,361415.4,10165.2,163,63.091393,0.12488803,225.44817,1.132641,17.969282,0.77719468,40.003101,79.676376,877.84576,6989.3999
7143470,361415.4,10165.8,166,64.117805,0.11888782,235.049,1.5783726,17.370111,0.78164238,41.11692,82.32383,926.96747,7414.5601
